PolicyNumber,CustomerId,DateOfLoss,ClaimReceivedDate,ClaimCause,TotalPaidToDate,Deductible,County,State,EquipmentYear,PolicyEffectiveDate
P-5313-2018,5142,2018-08-03,2018-08-10,Lightning-Irr,2055,1000,Antelope,NE,0,2018-04-16
P-3904-2018,4381,2018-08-02,2018-08-03,M&E-Irr,29198.27,1000,Lincoln,NE,1998,2018-05-01
P-5497-2018,2013,2018-08-01,2018-08-02,Wind-Irr,23561.05,1000,Hartley,TX,1998,2017-10-16
P-571-2018,5001,2018-07-31,2018-07-31,Collision-Irr,4459.42,1000,Harrison,IA,0,2018-01-16
P-1813-2018,768,2018-07-31,2018-08-22,Lightning-Irr,1502.21,1000,Phelps,NE,2001,2017-12-31
P-2822-2018,2475,2018-07-30,2018-08-01,Lightning-Irr,2812.94,1000,Swisher,TX,1992,2018-04-13
P-3575-2018,3087,2018-07-29,2018-07-30,M&E-Irr,2334.84,1000,Lamb,TX,1997,2018-02-16
P-318-2018,1639,2018-07-29,2018-07-31,Lightning-Irr,3830.09,1000,Phillips,CO,2004,2018-03-26
P-1821-2018,4296,2018-07-29,2018-08-07,Hail-Irr,12581.98,1000,Prowers,CO,2013,2018-03-24
P-381-2018,3652,2018-07-29,2018-08-07,Wind-Irr,557.3,1000,Phillips,KS,2007,2018-02-12
P-2163-2018,2586,2018-07-29,2018-08-03,Lightning-Irr,2670.23,1000,Deaf Smith,TX,2000,2018-04-06
P-1468-2018,1272,2018-07-29,2018-08-17,Lightning-Irr,30000.96,10000,Castro,TX,1995,2018-06-12
P-5059-2018,69,2018-07-29,2018-08-22,Hail-Irr,28055.02,1000,Morgan,CO,2012,2018-05-14
P-2141-2018,4120,2018-07-28,2018-07-30,Wind-Irr,56700,1000,Ford,KS,1999,2018-04-08
P-1200-2018,1815,2018-07-28,2018-07-30,Wind-Irr,7200.7,1000,Hamilton,NE,1992,2018-03-25
P-988-2018,5044,2018-07-28,2018-07-30,Wind-Irr,17139.11,1000,Edwards,KS,2005,2018-05-22
P-3957-2018,4269,2018-07-28,2018-07-31,Hail-Irr,13239.15,2500,Phillips,CO,2001,2017-12-22
P-2904-2018,4977,2018-07-28,2018-08-24,Claim Withdrawn,0,1000,Chase,NE,2004,2018-05-09
P-4539-2018,3883,2018-07-28,2018-09-18,Lightning-Irr,26810.76,1000,Perkins,NE,1980,2018-05-23
P-3992-2018,50,2018-07-27,2018-07-30,Wind-Irr,309714.37,1000,Antelope,NE,2004,2018-07-20
P-3805-2018,3111,2018-07-27,2018-07-30,Wind-Irr,34262.16,1000,Pierce,NE,2010,2018-07-15
P-5076-2018,2669,2018-07-27,2018-07-30,Hail-Irr,10686.23,1000,Antelope,NE,2010,2018-01-31
P-4676-2018,2049,2018-07-27,2018-07-30,Wind-Irr,8351.42,1000,Antelope,NE,0,2018-07-27
P-3347-2018,2724,2018-07-27,2018-07-30,Wind-Irr,66569.61,1000,Madison,NE,2015,2018-02-05
P-546-2018,671,2018-07-26,2018-07-27,Wind-Irr,62000,2500,Sherman,KS,2001,2018-02-28
P-963-2018,2571,2018-07-26,2018-07-27,Collision-Irr,33487.62,2500,Dawson,NE,2000,2018-04-20
P-5493-2018,1363,2018-07-26,2018-07-27,M&E-Irr,12029,2500,Antelope,NE,2007,2018-06-09
P-3350-2018,1985,2018-07-26,2018-08-07,Wind-Irr,143000,1000,Sherman,KS,1992,2018-02-27
P-1865-2018,3176,2018-07-26,2018-08-07,Claim Denied,0,1000,Republic,KS,2017,2017-10-25
P-48-2018,1731,2018-07-25,2018-07-25,Collision-Irr,3686.03,1000,Swisher,TX,2004,2018-05-07
P-4481-2018,4994,2018-07-25,2018-07-26,M&E-Irr,3088.73,1000,Hale,TX,2001,2018-03-31
P-4599-2018,2046,2018-07-24,2018-07-24,Claim Withdrawn,0,1000,Burt,NE,2014,2018-04-01
P-1259-2018,1079,2018-07-24,2018-07-24,Collapse-Irr,25829.44,1000,Scotts Bluff,NE,2001,2017-08-27
P-1296-2018,3280,2018-07-24,2018-07-25,Collision-Irr,3289.95,2500,Dodge,NE,1978,2018-07-24
P-525-2018,3713,2018-07-24,2018-07-25,Lightning-Irr,16995,1000,Custer,NE,0,2018-07-24
P-3073-2018,4249,2018-07-24,2018-07-25,M&E-Irr,34870.45,1000,Gosper,NE,1995,2018-06-07
P-3941-2018,4289,2018-07-24,2018-09-06,Lightning-Irr,3456.08,1000,Hale,TX,0,2018-02-10
P-628-2018,2637,2018-07-23,2018-07-25,M&E-Irr,14866.78,1000,Hale,TX,1991,2018-07-23
P-1984-2018,2064,2018-07-23,2018-07-25,Collision-Irr,8060,1000,Cloud,KS,2017,2018-04-24
P-1629-2018,4011,2018-07-23,2018-08-16,Claim Withdrawn,0,1000,Fillmore,NE,1994,2018-05-21
P-5078-2018,833,2018-07-23,2019-08-07,Collapse-Irr,14373.52,1000,Adams,NE,2013,2018-09-05
P-865-2018,774,2018-07-22,2018-07-24,Collapse-Irr,9417.62,1000,Lamb,TX,1994,2018-02-10
P-1527-2018,3175,2018-07-21,2018-07-23,Collision-Irr,14284.39,1000,Falls,TX,1996,2018-05-30
P-2741-2018,79,2018-07-21,2018-07-24,Collision-Irr,16672,1000,Phelps,NE,1996,2018-02-27
P-23-2018,4366,2018-07-21,2018-07-26,Wind-Irr,14212.67,1000,Merrick,NE,2008,2018-01-26
P-2127-2018,3874,2018-07-21,2018-08-13,Lightning-Irr,1406.5,1000,Phelps,NE,2011,2018-02-23
P-5564-2018,4972,2018-07-20,2018-07-23,M&E-Irr,3525,1000,Dawson,TX,1997,2018-07-20
P-5485-2018,4103,2018-07-20,2018-07-24,Collision-Irr,21155,1000,Miami,IN,1990,2018-06-27
P-335-2018,889,2018-07-20,2018-07-25,Wind-Irr,1362.94,1000,Hamilton,NE,1998,2017-11-21
P-3272-2018,2796,2018-07-20,2018-10-09,Lightning-Irr,915.5,1000,Brown,NE,2006,2018-04-12
P-3343-2018,3966,2018-07-19,2018-08-06,Wind-Irr,10284.03,1000,Moore,TX,0,2018-02-18
P-3884-2018,3593,2018-07-19,2018-08-06,Wind-Irr,11237.78,1000,Moore,TX,1980,2018-05-10
P-2134-2018,4738,2018-07-19,2018-08-06,Lightning-Irr,3733.33,1000,McPherson,KS,0,2018-04-01
P-937-2018,5164,2018-07-18,2018-07-23,Lightning-Irr,2046,1000,Holt,NE,2012,2018-01-15
P-212-2018,4702,2018-07-18,2018-07-23,Lightning-Irr,10501.18,5000,Lincoln,NE,0,2018-03-16
P-3757-2018,1030,2018-07-18,2018-07-23,Hail-Irr,1808.86,1000,Sherman,NE,0,2018-03-29
P-1342-2018,1505,2018-07-18,2018-07-25,Lightning-Irr,3373.91,1000,Hall,NE,2012,2018-05-01
P-2654-2018,2924,2018-07-18,2018-08-08,Lightning-Irr,3208.7,1000,Dunklin,MO,2006,2018-07-18
P-1405-2018,3490,2018-07-17,2018-07-18,Lightning-Irr,5516,1000,Lincoln,NE,1976,2018-07-17
P-5528-2018,3909,2018-07-17,2018-07-20,Collision-Irr,12575.68,1000,Fillmore,NE,1996,2018-04-01
P-902-2018,2482,2018-07-16,2018-07-17,Wind-Irr,32480,1000,Morrill,NE,2017,2018-07-16
P-4582-2018,119,2018-07-16,2018-07-16,Collapse-Irr,7314.41,1000,Clay,NE,0,2018-03-04
P-4052-2018,1640,2018-07-16,2018-07-17,Collision-Irr,2246.96,1000,Adams,NE,2014,2018-03-16
P-2140-2018,236,2018-07-16,2018-07-23,M&E-Irr,4307.66,1000,Cheyenne,KS,0,2018-06-11
P-3855-2018,2360,2018-07-16,2018-07-25,Claim Denied,0,1000,Holt,NE,1991,2018-04-17
P-3369-2018,86,2018-07-15,2018-07-16,Wind-Irr,72831,2500,Meade,KS,2000,2018-07-15
P-2357-2018,1158,2018-07-15,2018-07-16,Collision-Irr,6134.59,1000,Nuckolls,NE,2004,2018-07-15
P-4242-2018,4257,2018-07-15,2018-07-16,Claim Denied,0,1000,Sherman,KS,1970,2018-01-19
P-2415-2018,207,2018-07-15,2018-07-17,Claim Denied,0,1000,Buffalo,NE,1998,2018-05-24
P-897-2018,5210,2018-07-15,2018-07-17,Collision-Irr,3571.82,1000,Scotts Bluff,NE,2008,2018-04-01
P-1979-2018,1844,2018-07-15,2018-07-17,Collision-Irr,1328.81,1000,York,NE,1998,2018-02-21
P-587-2018,3454,2018-07-15,2018-07-19,Collapse-Irr,6819.64,1000,Hamilton,NE,2000,2017-12-31
P-4855-2018,4615,2018-07-15,2018-07-19,Lightning-Irr,6850,1000,Crosby,TX,1997,2018-06-13
P-5458-2018,2607,2018-07-15,2018-07-31,Lightning-Irr,2682.54,1000,Phillips,CO,2004,2018-06-15
P-5400-2018,861,2018-07-15,2018-10-25,Collision-Irr,5582.88,1000,Lubbock,TX,2004,2018-02-26
P-3340-2018,2146,2018-07-13,2018-08-20,Lightning-Irr,1758.58,1000,Furnas,NE,2013,2018-07-13
P-1698-2018,1235,2018-07-13,2018-07-13,M&E-Irr,8868.35,1000,Gray,KS,1983,2018-01-29
P-4896-2018,1121,2018-07-13,2018-07-16,Lightning-Irr,5572.5,1000,Hale,TX,0,2018-03-07
P-1450-2018,1795,2018-07-13,2018-08-09,Lightning-Irr,11619.52,1000,Yuma,CO,1979,2018-03-30
P-797-2018,2398,2018-07-12,2018-07-20,Lightning-Irr,346,2500,Morrill,NE,null,2018-02-15
P-3525-2018,3678,2018-07-12,2018-07-31,Lightning-Irr,1532.88,1000,Hale,TX,1992,2018-03-21
P-5568-2018,847,2018-07-11,2018-07-13,Collision-Irr,4672.25,1000,Dawson,NE,1995,2018-07-11
P-746-2018,3279,2018-07-11,2018-07-23,Wind-Irr,8088.16,1000,Chase,NE,0,2017-12-01
P-2548-2018,1713,2018-07-11,2018-07-30,M&E-Irr,2405.43,1000,Scotts Bluff,NE,2003,2018-02-21
P-4261-2018,347,2018-07-11,2018-08-23,Lightning-Irr,1091.83,1000,Chase,NE,2013,2018-05-09
P-4265-2018,566,2018-07-10,2018-07-10,Collision-Irr,2680,1000,Hamilton,NE,1996,2018-07-10
P-3073-2018,4249,2018-07-10,2018-07-10,Collision-Irr,29955.56,1000,Gosper,NE,1984,2018-06-07
P-1711-2018,2871,2018-07-10,2018-07-10,Collapse-Irr,5623.71,2500,Keith,NE,2017,2018-04-25
P-2811-2018,3757,2018-07-10,2018-08-10,Claim Denied,0,1000,Baca,CO,1999,2018-06-17
P-1690-2018,2565,2018-07-10,2018-09-05,Lightning-Irr,2050.16,1000,Franklin,NE,0,2018-08-01
P-3966-2018,1633,2018-07-09,2018-07-11,Wind-Irr,48041.33,1000,Howard,TX,2000,2018-07-09
P-3306-2018,3534,2018-07-08,2018-07-09,Collapse-Irr,8980.11,1000,Norton,KS,0,2018-05-21
P-5397-2018,1485,2018-07-08,2018-07-12,M&E-Irr,2438.39,1000,Gosper,NE,1980,2018-03-06
P-2773-2018,1843,2018-07-07,2018-07-09,Vand-Irr,1490.44,1000,Gage,NE,2012,2018-03-28
P-832-2018,2659,2018-07-06,2018-07-09,Lightning-Irr,7672.28,5000,Thomas,KS,0,2017-11-15
P-5322-2018,4250,2018-07-06,2018-07-09,Lightning-Irr,8507.4,1000,Crosby,TX,1996,2018-02-08
P-1915-2018,913,2018-07-06,2018-08-03,Lightning-Irr,13234.67,1000,Lubbock,TX,0,2018-07-06
P-2706-2018,2603,2018-07-05,2018-07-17,Lightning-Irr,2151.32,1000,Adams,NE,2008,2018-02-01
P-4961-2018,4330,2018-07-05,2018-08-01,Lightning-Irr,2083.7,1000,Thomas,KS,1992,2018-02-06
P-4718-2018,5289,2018-07-04,2018-07-18,Lightning-Irr,3228.43,1000,Kit Carson,CO,1999,2018-07-04
P-1103-2018,139,2018-07-04,2018-07-05,M&E-Irr,11598.87,5000,Castro,TX,1990,2018-06-28
P-3990-2018,2406,2018-07-04,2018-07-06,Wind-Irr,8850,5000,Haskell,TX,1995,2018-05-21
P-1943-2018,3946,2018-07-04,2018-07-10,Lightning-Irr,3564,1000,Boone,NE,2005,2018-01-14
P-1751-2018,3507,2018-07-04,2018-07-11,Lightning-Irr,3635,1000,Boone,NE,1978,2018-07-04
P-4962-2018,3272,2018-07-04,2018-07-31,Wind-Irr,50482.03,1000,Haskell,TX,2000,2017-10-16
P-2641-2018,13,2018-07-03,2018-07-05,M&E-Irr,3466.8,1000,Meade,KS,2002,2017-12-28
P-1920-2018,4073,2018-07-03,2018-07-11,Lightning-Irr,2660.4,1000,Scotts Bluff,NE,1994,2018-07-03
P-2438-2018,5303,2018-07-01,2018-07-06,Collapse-Irr,5450,1000,Baca,CO,2014,2018-03-07
P-3441-2018,2754,2018-07-01,2018-07-18,M&E-Irr,19566.91,1000,Castro,TX,1987,2018-03-22
P-1804-2018,2392,2018-06-30,2018-07-02,Claim Withdrawn,0,1000,Thayer,NE,2014,2017-12-10
P-4199-2018,2335,2018-06-30,2018-07-09,Wind-Irr,44610,1000,Thayer,NE,2012,2017-12-10
P-247-2018,4745,2018-06-30,2018-07-12,Lightning-Irr,4990,1000,Gosper,NE,2004,2018-03-27
P-2701-2018,3774,2018-06-30,2018-07-17,Claim Withdrawn,0,1000,Knox,NE,1998,2017-08-22
P-3110-2018,4164,2018-06-29,2018-06-29,Lightning-Irr,5269,1000,York,NE,2013,2018-04-01
P-4033-2018,2089,2018-06-29,2018-06-29,Hail-Irr,3975,1000,Saunders,NE,1982,2018-03-13
P-3891-2018,3573,2018-06-29,2018-07-02,Wind-Irr,52668.68,1000,Butte,SD,2017,2017-10-23
P-5165-2018,31,2018-06-29,2018-07-03,Lightning-Irr,1525.2,1000,Jefferson,KS,2002,2018-03-24
P-2196-2018,3030,2018-06-29,2018-07-11,M&E-Irr,10548.86,1000,Hale,TX,1996,2018-02-25
P-2256-2018,3446,2018-06-29,2018-07-24,Collision-Irr,1547.84,1000,Hamilton,NE,2012,2018-06-21
P-1296-2018,3280,2018-06-29,2018-09-07,Wind-Irr,2741.9,2500,Holt,NE,1994,2018-06-29
P-5053-2018,364,2018-06-28,2018-07-02,Lightning-Irr,6181.4,1000,Morrill,NE,1983,2018-06-14
P-5299-2018,5112,2018-06-28,2018-07-12,Lightning-Irr,7260,1000,Garden,NE,2002,2018-05-11
P-5038-2018,4647,2018-06-28,2018-08-31,Lightning-Irr,2018,1000,Adams,NE,2007,2018-03-20
P-5271-2018,4171,2018-06-26,2018-06-27,Claim Denied,0,1000,Comanche,TX,1970,2018-06-26
P-2932-2018,417,2018-06-26,2018-09-04,Lightning-Irr,1013.5,1000,Phelps,NE,2012,2018-04-27
P-920-2018,4230,2018-06-25,2018-06-26,Wind-Irr,52891.08,1000,Castro,TX,1994,2018-04-04
P-2537-2018,2132,2018-06-25,2018-06-26,Wind-Irr,6407.9,1000,Hale,TX,1999,2018-04-12
P-2469-2018,2352,2018-06-25,2018-06-26,Wind-Irr,118705.17,1000,Castro,TX,1991,2018-03-29
P-133-2018,3965,2018-06-25,2018-06-28,Lightning-Irr,2446,1000,Floyd,TX,0,2018-06-25
P-4369-2018,3591,2018-06-25,2018-06-29,Wind-Irr,8249.57,1000,Castro,TX,1985,2018-02-20
P-2504-2018,4762,2018-06-25,2018-07-06,Lightning-Irr,5710.25,1000,Hale,TX,0,2018-06-25
P-2144-2018,3930,2018-06-24,2018-06-28,Wind-Irr,37552.09,1000,Lipscomb,TX,0,2018-05-14
P-988-2018,5044,2018-06-23,2018-06-28,Lightning-Irr,2880.81,1000,Edwards,KS,1996,2018-05-22
P-5468-2018,150,2018-06-23,2018-07-10,Lightning-Irr,1082.5,1000,Thomas,KS,1994,2017-11-29
P-4445-2018,5117,2018-06-23,2018-07-25,Wind-Irr,72200,1000,Lamb,TX,1975,2018-05-15
P-3824-2018,2641,2018-06-20,2018-07-16,Flood-Irr,14635.74,1000,Clay,SD,0,2018-04-25
P-2184-2018,1219,2018-06-20,2018-07-19,M&E-Irr,9860,5000,McLennan,TX,1995,2018-03-12
P-2472-2018,475,2018-06-19,2018-06-27,Lightning-Irr,7897.36,1000,Cloud,KS,0,2018-06-19
P-1378-2018,1637,2018-06-19,2018-07-23,Lightning-Irr,895.8,2500,Yuma,CO,1970,2018-03-29
P-2040-2018,2170,2018-06-17,2018-06-21,Wind-Irr,4315.97,1000,Keith,NE,1977,2018-06-17
P-2359-2018,4438,2018-06-17,2018-09-04,Lightning-Irr,1748.57,1000,Hall,NE,2009,2018-06-17
P-4796-2018,5344,2018-06-17,2018-06-18,Wind-Irr,3950.46,1000,McPherson,NE,1996,2018-06-17
P-117-2018,536,2018-06-17,2018-06-19,Lightning-Irr,3403.5,1000,Phelps,NE,1993,2018-01-04
P-2210-2018,7,2018-06-16,2018-06-18,Animal-Irr,4095.5,1000,Phillips,CO,1978,2018-05-03
P-4541-2018,1092,2018-06-16,2018-07-03,Lightning-Irr,4282.83,1000,Scotts Bluff,NE,2004,2018-06-16
P-2098-2018,3497,2018-06-15,2018-07-02,Lightning-Irr,1103.8,1000,Furnas,NE,1993,2017-12-29
P-2041-2018,1799,2018-06-15,2018-07-16,Lightning-Irr,7240,1000,York,NE,2010,2018-03-10
P-4382-2018,264,2018-06-14,2018-06-18,Wind-Irr,59291.39,2500,Baca,CO,1994,2018-06-14
P-3736-2018,1782,2018-06-14,2018-06-19,Wind-Irr,17646.63,1000,Bailey,TX,0,2018-02-17
P-3181-2018,1632,2018-06-13,2018-06-14,M&E-Irr,26502.14,2500,Nance,NE,2000,2018-02-04
P-628-2018,2637,2018-06-13,2018-07-02,Lightning-Irr,16745.82,1000,Hale,TX,1991,2018-06-13
P-4787-2018,3795,2018-06-12,2018-08-24,Lightning-Irr,7255.27,1000,Castro,TX,1994,2018-06-12
P-2875-2018,3816,2018-06-12,2018-06-13,M&E-Irr,56693.61,10000,Brazos,TX,2006,2018-05-01
P-2790-2018,2488,2018-06-12,2018-06-13,Claim Denied,0,1000,Phelps,NE,2011,2018-01-14
P-5323-2018,384,2018-06-12,2018-10-03,Lightning-Irr,450.63,1000,Chase,NE,1978,2018-09-01
P-3144-2018,1096,2018-06-11,2019-01-23,Lightning-Irr,3094.29,1000,Rock,NE,2008,2018-06-11
P-1917-2018,156,2018-06-11,2018-07-19,Collision-Irr,5628,1000,Custer,OK,0,2018-02-20
P-3721-2018,1209,2018-06-10,2018-07-23,Lightning-Irr,9544.23,5000,Perkins,NE,2006,2018-04-28
P-1592-2018,1533,2018-06-09,2018-06-11,Wind-Irr,41134.22,1000,Adams,NE,2016,2018-03-01
P-4769-2018,2418,2018-06-09,2018-06-11,Collision-Irr,10760.4,1000,York,NE,2007,2018-04-30
P-3973-2018,3132,2018-06-08,2018-08-21,Lightning-Irr,1369,1000,Kearney,NE,2015,2017-12-18
P-1764-2018,5052,2018-06-07,2018-06-08,Claim Withdrawn,0,1000,Morrill,NE,0,2018-03-28
P-287-2018,703,2018-06-07,2018-06-08,Wind-Irr,14682.16,1000,Stanton,KS,1979,2018-05-29
P-57-2018,4838,2018-06-07,2018-06-11,Lightning-Irr,9543.41,1000,Garden,NE,1978,2018-04-25
P-3936-2018,1515,2018-06-07,2018-06-11,Wind-Irr,254507.93,1000,Harlan,NE,2004,2018-05-11
P-1861-2018,2844,2018-06-07,2018-06-11,Wind-Irr,33447.22,1000,Lea,NM,1994,2018-06-07
P-3030-2018,4770,2018-06-07,2018-06-11,Wind-Irr,183000,1000,Knox,TX,2018,2018-04-15
P-1553-2018,947,2018-06-07,2018-07-02,Lightning-Irr,4681.06,1000,Morrill,NE,2006,2018-04-09
P-1421-2018,1661,2018-06-06,2018-06-07,Wind-Irr,10349.86,1000,Colfax,NE,2009,2018-04-01
P-534-2018,3258,2018-06-06,2018-06-07,Wind-Irr,77800,1000,Cuming,NE,1996,2018-01-23
P-994-2018,1827,2018-06-06,2018-06-07,Wind-Irr,71000,1000,Perkins,NE,0,2018-04-20
P-5371-2018,4869,2018-06-06,2018-06-08,Wind-Irr,31525,1000,Colfax,NE,2013,2018-02-08
P-1805-2018,907,2018-06-06,2018-06-08,Wind-Irr,73500,1000,Perkins,NE,2008,2018-05-19
P-2097-2018,3333,2018-06-06,2018-06-08,Wind-Irr,22417.13,1000,Perkins,NE,1986,2018-04-25
P-2275-2018,5237,2018-06-06,2018-06-11,Wind-Irr,48970,1000,Graham,KS,1999,2018-05-15
P-942-2018,1328,2018-06-06,2018-06-13,Lightning-Irr,10932.3,1000,Hall,NE,2013,2018-03-01
P-3272-2018,2796,2018-06-06,2018-06-18,Claim Withdrawn,0,1000,Brown,NE,2011,2018-04-12
P-1684-2018,3989,2018-06-06,2018-06-25,Lightning-Irr,6888.79,5000,Lincoln,NE,1990,2018-05-01
P-31-2018,2463,2018-06-06,2018-10-12,Lightning-Irr,4003.75,1000,Phelps,NE,0,2018-08-04
P-5564-2018,4972,2018-06-04,2018-06-12,Wind-Irr,3078.56,1000,Terry,TX,1994,2018-06-04
P-1876-2018,3650,2018-06-04,2018-06-04,Wind-Irr,59067.87,1000,Terry,TX,1994,2018-03-02
P-4806-2018,2885,2018-06-03,2018-06-04,Wind-Irr,6001.32,1000,Terry,TX,1997,2018-06-03
P-1777-2018,4557,2018-06-02,2018-06-04,Wind-Irr,62990,1000,Antelope,NE,2000,2018-06-02
P-4416-2018,2563,2018-06-02,2018-06-12,Wind-Irr,70400,5000,Ford,KS,1995,2017-09-27
P-1301-2018,4195,2018-06-01,2018-06-04,Claim Denied,0,1000,Holt,NE,1991,2018-06-01
P-4055-2018,3141,2018-06-01,2018-06-05,Hail-Irr,804.43,1000,Crosby,TX,1995,2018-06-01
P-522-2018,3531,2018-06-01,2018-07-18,Lightning-Irr,7518.51,1000,Lincoln,NE,2006,2018-06-01
P-2825-2018,4111,2018-06-01,2018-07-20,Animal-Irr,5873.67,1000,York,NE,1990,2018-06-01
P-3692-2018,1922,2018-06-01,2018-06-04,Wind-Irr,40911.89,1000,Platte,NE,2006,2018-06-01
P-5142-2018,4402,2018-06-01,2018-06-01,Collapse-Irr,3692.22,1000,Lamb,TX,1990,2018-05-01
P-5184-2018,4771,2018-06-01,2018-06-02,Wind-Irr,43520,1000,Holt,NE,2014,2018-05-12
P-3943-2018,2671,2018-06-01,2018-06-04,Wind-Irr,77608.33,2500,Pierce,NE,2007,2018-03-01
P-2818-2018,4483,2018-06-01,2018-06-04,Wind-Irr,129271.09,1000,Crosby,TX,2005,2018-01-05
P-5484-2018,2476,2018-06-01,2018-06-04,Wind-Irr,14943.13,1000,Antelope,NE,1979,2018-01-14
P-2542-2018,209,2018-06-01,2018-06-04,Wind-Irr,80000,1000,Crosby,TX,1999,2017-12-15
P-394-2018,1142,2018-06-01,2018-06-05,Claim Withdrawn,0,1000,Yuma,CO,2000,2018-04-18
P-2469-2018,2352,2018-06-01,2018-06-13,Collision-Irr,4843.94,1000,Castro,TX,1976,2018-03-29
P-5233-2018,2369,2018-06-01,2018-07-05,Collapse-Irr,4930.36,2500,Castro,TX,2017,2018-03-22
P-328-2018,4108,2018-06-01,2018-07-02,Lightning-Irr,4454.5,1000,Garza,TX,1995,2018-04-20
P-865-2018,774,2018-05-31,2018-05-31,Collapse-Irr,13803.13,1000,Lamb,TX,1994,2018-02-10
P-5233-2018,2369,2018-05-31,2018-06-01,M&E-Irr,62135.7,1000,Gaines,TX,1995,2018-03-22
P-4690-2018,1584,2018-05-31,2018-06-01,Collision-Irr,19060.25,1000,Knox,TX,2008,2018-04-02
P-3827-2018,1272,2018-05-30,2018-07-11,Claim Withdrawn,0,1000,Castro,TX,2014,2018-05-30
P-106-2018,3079,2018-05-29,2018-05-30,Lightning-Irr,5931.68,1000,Pawnee,KS,1984,2018-05-29
P-1856-2018,1636,2018-05-29,2018-09-13,Lightning-Irr,1275.64,1000,Dewey,OK,2017,2018-05-29
P-2166-2018,4584,2018-05-29,2018-05-31,Lightning-Irr,3352.14,1000,Dundy,NE,1978,2018-02-01
P-5151-2018,4474,2018-05-28,2018-05-29,Wind-Irr,41195.73,1000,Rooks,KS,2015,2018-05-28
P-2265-2018,882,2018-05-28,2018-05-29,Wind-Irr,41750,1000,Graham,KS,1998,2018-03-03
P-3985-2018,2536,2018-05-28,2018-05-29,Wind-Irr,72998.6,1000,Hayes,NE,1995,2018-05-28
P-5375-2018,312,2018-05-28,2018-06-01,Collision-Irr,12255.28,1000,Wallace,KS,2010,2018-02-10
P-2938-2018,408,2018-05-28,2018-06-11,Wind-Irr,6086.22,1000,Rooks,KS,1988,2018-04-08
P-2080-2018,771,2018-05-28,2018-06-18,Lightning-Irr,5759.8,1000,Sheridan,KS,2012,2018-03-13
P-5592-2018,4643,2018-05-28,2018-07-28,Lightning-Irr,5791.5,1000,Sheridan,KS,1991,2018-03-20
P-3210-2018,2965,2018-05-28,2018-08-09,Collapse-Irr,2900,1000,Terry,TX,1995,2018-04-20
P-3287-2018,3203,2018-05-27,2018-05-29,Wind-Irr,122566,1000,Chase,NE,2011,2018-05-02
P-2340-2018,2024,2018-05-27,2018-05-30,Wind-Irr,4141.65,1000,Lincoln,NE,2003,2018-05-27
P-1388-2018,4489,2018-05-27,2018-06-08,Wind-Irr,2300.42,1000,Midland,TX,2005,2018-03-15
P-1765-2018,755,2018-05-25,2018-07-09,Lightning-Irr,8855.47,1000,Swisher,TX,1998,2018-03-14
P-885-2018,3116,2018-05-25,2018-09-20,Lightning-Irr,3790,1000,Erath,TX,0,2018-09-07
P-3827-2018,1272,2018-05-24,2018-06-08,Collision-Irr,8949.38,2500,Castro,TX,1996,2018-05-24
P-174-2018,3292,2018-05-24,2018-06-11,Lightning-Irr,2427.16,1000,Sheridan,KS,1983,2018-05-24
P-1006-2018,3481,2018-05-24,2018-06-12,M&E-Irr,1188.4,1000,Thomas,KS,1976,2018-05-04
P-3827-2018,1272,2018-05-23,2018-05-30,Lightning-Irr,10472.74,1000,Castro,TX,1984,2018-05-23
P-5630-2018,4234,2018-05-23,2018-05-24,M&E-Irr,10845,1000,Gage,NE,0,2018-04-08
P-333-2018,2939,2018-05-22,2018-05-23,Collision-Irr,5128.67,1000,Logan,NE,2012,2017-12-20
P-2671-2018,3748,2018-05-21,2018-05-23,Collapse-Irr,16620,1000,Harlan,NE,1978,2018-01-04
P-4963-2018,3444,2018-05-20,2018-08-28,Wind-Irr,12715.46,1000,Erath,TX,1989,2018-05-20
P-2002-2018,3313,2018-05-20,2018-06-01,Wind-Irr,32188.63,1000,Cochran,TX,1992,2018-05-20
P-1216-2018,1470,2018-05-20,2018-06-05,Lightning-Irr,2730.48,1000,Castro,TX,0,2018-04-26
P-333-2018,2939,2018-05-19,2018-05-23,Claim Withdrawn,0,1000,Logan,NE,2012,2017-12-20
P-566-2018,2047,2018-05-19,2018-05-23,Lightning-Irr,856.05,1000,Lubbock,TX,1996,2018-02-26
P-360-2018,604,2018-05-19,2018-05-31,Wind-Irr,68753,1000,Terry,TX,1994,2018-05-19
P-1342-2018,1505,2018-05-19,2018-06-01,Lightning-Irr,9501.55,1000,Hamilton,NE,0,2018-05-01
P-2504-2018,4762,2018-05-19,2018-06-15,Lightning-Irr,7731.19,1000,Hale,TX,0,2018-05-19
P-4582-2018,119,2018-05-18,2018-06-19,M&E-Irr,2890.27,1000,Hamilton,NE,2012,2018-03-04
P-2195-2018,1870,2018-05-17,2018-05-21,Wind-Irr,61750,1000,Morrill,NE,2017,2018-05-17
P-4931-2018,5104,2018-05-17,2018-05-22,Wind-Irr,16408.5,1000,Mason,TX,1987,2018-05-17
P-2430-2018,4007,2018-05-17,2018-05-31,Lightning-Irr,1000.6,1000,Kimball,NE,2001,2017-12-05
P-1350-2018,74,2018-05-16,2018-06-11,Wind-Irr,3032.13,1000,Terry,TX,1999,2018-02-23
